query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
2246,0.6246,0.0003,148.0867,148.0870,MVPKIPGHRNIOPT,271439,"5,6-dimethyl-2H-benzotriazole",,,Cc1cc2c(cc1C)nn[nH]2,Organic compounds,Organoheterocyclic compounds,Benzotriazoles,,Benzotriazoles,,,Alkaloids
2247,0.6250,0.0001,161.0819,161.0820,ZUXNZUWOTSUBMN,9110,HydralazineHCl,,,C1=CC=C2C(=C1)C=NN=C2NN.Cl,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Phthalazines,,,Alkaloids
2248,0.4090,356.8330,132.5310,489.3640,LCPYQJIKPJDLLB,25077,Leu-Leu,,,CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,Small peptides,Amino acids and Peptides
2249,0.3459,101.0224,226.0116,327.0340,JUFIJEPROUYJLV,68282,"(2E)-3-(2,4-dichlorophenyl)-1-naphthylprop-2-en-1-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2250,0.6333,264.3992,238.9068,503.3060,PSVXZQVXSXSQRO,24719,Undecaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
2251,0.5837,159.1149,125.1071,284.2220,WILLZMOKUUPJSL,251842,N-(2-oxooxolan-3-yl)dodecanamide,,,CCCCCCCCCCCC(=O)NC1CCOC1=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
2252,0.4090,218.3727,216.9223,435.2950,SCABKEBYDRTODC,262775,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
2253,0.6061,0.0007,174.1023,174.1030,FMKMKBLHMONXJM,264611,5-methyl-2-phenylpyrazol-3-amine,,,CC1=NN(C(N)=C1)C1=CC=CC=C1,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
2254,0.8035,0.0006,267.1714,267.1720,HRKAMJBPFPHCSD,274411,tris(2-methylpropyl) phosphate,,,CC(C)COP(=O)(OCC(C)C)OCC(C)C,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Trialkyl phosphates,,,Fatty acids
2255,0.4090,340.0483,113.0707,453.1190,PXDNXJSDGQBLKS,240561,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-formamido-N,N-dimethyl-benzamide",,,O=C(Nc1nc(OC)cc(OC)n1)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,Pyrimidinyl-2-sulfonylureas,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
2256,0.5284,74.1338,103.9552,178.0890,ARJXIGOIOGJAKR,3712,Methionine ethyl ester,,,CCOC(=O)C(N)CCSC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2257,0.3037,12.9351,146.9801,134.0450,CKLJMWTZIZZHCS,306322,ASPARTIC ACID,,,C([C@@H](C(=O)O)N)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Aspartic acid and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2258,0.6260,0.0003,112.0867,112.0870,NTYJJOPFIAHURM,304676,HISTAMINE,,,NCCC1=CNC=N1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,2-arylethylamines,Imidazole alkaloids,Histidine alkaloids,Alkaloids
2259,0.2939,293.3980,144.9820,438.3800,GMMLNKINDDUDCF,310956,4-methylsulfinylbutyl glucosinolate,,,CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Alkylglucosinolates,Glucosinolates,Amino acid glycosides,Amino acids and Peptides
2260,0.3037,62.0366,108.0554,170.0920,BRMWTNUJHUMWMS,28367,1-METHYL-L-HISTIDINE,,,CN1C=NC(C[C@H](N)C(O)=O)=C1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2261,0.4090,246.0930,215.1250,461.2180,ZUPHXNBLQCSEIA,54265,Tetrahydroharmane_3_carboxylic_acid,,,CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,Organic compounds,Alkaloids and derivatives,Harmala alkaloids,,Harmala alkaloids,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
2262,0.2981,22.9413,145.9853,123.0440,IAVREABSGIHHMO,5391,3-HYDROXYBENZALDEHYDE - 30.0 eV,,,C1=CC(=CC(=C1)O)C=O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Hydroxybenzaldehydes,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
2263,0.4090,273.1345,163.0975,436.2320,KKEKLEUWEJUCRA,18556,"2-(2,6-dimethoxy-4-prop-2-enylphenoxy)-1-(3,4,5-trimethoxyphenyl)propan-1-ol [IIN-based: Match]",,,COC1=CC(CC=C)=CC(OC)=C1OC(C)C(O)C2=CC(OC)=C(OC)C(OC)=C2,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",Neolignans,Lignans,Shikimates and Phenylpropanoids
2264,0.5791,307.2344,790.5874,483.3530,ZZEANNAZZVVPKU,26369,Octapropylene glycol,,,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
2265,0.6237,0.0002,101.0708,101.0710,WNYADZVDBIBLJJ,249555,1-nitrosopyrrolidine,,,C1CCN(C1)N=O,Organic compounds,Organoheterocyclic compounds,Pyrrolidines,,Pyrrolidines,,,Alkaloids
2266,0.5286,29.1212,355.3082,326.1870,QVSLEIXZQDUMEG,3794,N-benzyl-2-(N-butylformamido)-2-(pyridin-3-yl)acetamide,,,CCCCN(C=O)C(C(=O)NCc1ccccc1)c2cccnc2,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
2267,0.3459,116.1343,207.1237,323.2580,KBLIZSDCRBAEQD,1873,Photopyrone F,,,CC(C)CCCCCCCCC1=C(C=C(OC1=O)CC(C)C)O,,,,,,2-pyrone derivatives,Cyclic polyketides,Polyketides
2268,0.4090,110.9333,348.3467,459.2800,DTPCFIHYWYONMD,24480,Decaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
2269,0.4090,290.1273,160.0867,450.2140,GGHRVVISWFYZNR,11587,"(2R)-2-[[(2S)-2-(1,2-dihydroimidazo[1,2-a]benzimidazole-3-carbonylamino)-3-methylbutanoyl]amino]-3-phenylpropanoic acid""",,,CC(C)[C@H](NC(=O)N1CCn2c1nc3ccccc23)C(=O)N[C@H](Cc4ccccc4)C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
2270,0.3041,44.9855,111.0915,156.0770,HNDVDQJCIGZPNO,25791,L-Histidine,,,C1=C(NC=N1)CC(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2271,0.5832,100.1822,402.3572,302.1750,LETLVQJZVBVGKT,3826,octyltyrazolone,,,OC1=CC=C(/C=C2N=C(CCCCCCCC)OC\2=O)C=C1,,,,,,,,Polyketides
2272,0.4090,370.2302,133.0758,503.3060,PSVXZQVXSXSQRO,27211,Undecaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
2273,0.5546,45.9808,110.0962,156.0770,HNDVDQJCIGZPNO,6383,L-HISTIDINE - 60.0 eV,,,C1=C(NC=N1)CC(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
2274,0.4887,267.1352,504.3828,771.5180,FBAPNCMXWMGHJY,28004,"1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)",,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,Phosphatidylglycerols,Glycerophosphoglycerols,Glycerophospholipids,Fatty acids
2275,0.5284,30.9579,149.1071,180.0650,OVASVJPBDPJABT,14598,"4,6-dihydroxy-3-methyl-2,3-dihydroisoindol-1-one",,,CC1NC(=O)C2=CC(O)=CC(O)=C12,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives,Isoindoles,Isoindoles,Isoindole alkaloids,Pseudoalkaloids (transamidation),Alkaloids
2276,0.4090,385.1508,165.1132,550.2640,MPAYQRIVOSEDQH,18440,(E)-5-(4-methoxy-5-methyl-6-oxopyran-2-yl)-3-methylhex-4-enoic acid [IIN-based on: CCMSLIB00000845558],,,COC1=C(C)C(=O)OC(=C1)C(\C)=C\C(C)CC(O)=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,2-pyrone derivatives,Cyclic polyketides,Polyketides
2277,0.5521,249.1006,201.1134,450.2140,YCKLUOVLDFYRCC,11635,"(2S)-2-[6-(1,2-dihydroimidazo[1,2-a]benzimidazole-3-carbonylamino)hexanoylamino]-2-phenylacetic acid""",,,OC(=O)[C@@H](NC(=O)CCCCCNC(=O)N1CCn2c1nc3ccccc23)c4ccccc4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-L-alpha-amino acids,,,Alkaloids
2278,0.4090,378.3568,320.8632,699.2200,VCWUZNQATFVWGL,163453,Baohuoside VII,,,O=C1C(OC2OC(C)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)=C(OC=4C1=C(O)C=C(O)C4CC=C(C)C)C=5C=CC(OC)=CC5,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
2279,0.6237,0.0000,204.1380,204.1380,DNTGGZPQPQTDQF,250873,N-ethyl-N-(2-methylphenyl)but-2-enamide,,,CCN(C(=O)/C=C/C)c1ccccc1C,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides,,,Polyketides
2280,0.4090,322.1091,161.0819,483.1910,DRVRFMGQMHIZLI,65655,"11-(6-{[2-(3,4-dimethoxyphenyl)ethyl]amino}-4-chloro-1,3,5-triazin-2-yl)-7,11- diazatricyclo[7.3.1.0<2,7>]trideca-2,4-dien-6-one",,,COC1=C(C=C(C=C1)CCNC2=NC(=NC(=N2)N3CC4CC(C3)C5=CC=CC(=O)N5C4)Cl)OC,Organic compounds,Alkaloids and derivatives,Lupin alkaloids,Cytisine and derivatives,Cytisine and derivatives,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
2281,0.5618,246.0789,189.1131,435.1920,XRWSZKKTRVKCJW,12118,,,,CCCc1cc(=O)oc2cc(OCC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)ccc12,Organic compounds,Alkaloids and derivatives,Lupin alkaloids,Cytisine and derivatives,Cytisine and derivatives,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
2282,0.5279,162.0578,177.1132,339.1710,GQGJCWGYQYFVOP,11978,"2-(2,3,4,7,9,10-hexahydro-[1,4]dioxepino[2,3-g]isoquinolin-8-yl)-N-phenylacetamide""",,,O=C(CN1CCc2cc3OCCCOc3cc2C1)Nc4ccccc4,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,,Alkaloids
2283,0.4090,116.0118,331.3202,447.3320,GYHPTPQZVBYHLC,262300,2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate,,,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,,,Fatty acids
2284,0.5284,18.0000,176.1180,194.1180,CEIXWJHURKEBMQ,2707,Heliamine,,,COC(C(OC)=C1)=CC2=C1CNCC2,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines,,Tetrahydroisoquinolines,Tetrahydroisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
2285,0.6194,0.0001,161.1071,161.1070,APJYDQYYACXCRM,28335,TRYPTAMINE,,,C1=CC=C2C(=C1)C(=CN2)CCN,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,Tryptamines and derivatives,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
2286,0.5292,249.0432,136.0868,385.1300,ZJUKTBDSGOFHSH,243025,KNA00315 S-Adenosyl-L-homocysteine|S-Adenosylhomocysteine,,,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)C(O)=O,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,Purine nucleosides,Nucleosides,Carbohydrates
2287,0.6246,0.0001,136.1119,136.1120,LRTFPLFDLJYEKT,237650,4-propan-2-ylaniline,,,c1(C(C)C)ccc(N)cc1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Cumenes,Cumenes,Menthane monoterpenoids,Monoterpenoids,Terpenoids
2288,0.7197,0.0002,121.0758,121.0760,PXXJHWLDUBFPOL,270424,benzenecarboximidamide,,,NC(=N)c1ccccc1,Organic compounds,Benzenoids,Benzene and substituted derivatives,,Benzene and substituted derivatives,,,
2289,0.4090,588.3017,127.0863,715.3880,QYCCCSUFDHWKRW,292969,"[(2R,3R,4S,5S,6R)-3-acetyloxy-2-(acetyloxymethyl)-5-hexanoyloxy-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] 14-hydroxytetradecanoate",,,CCCCCC(=O)O[C@H]1[C@@H](OC(=O)CCCCCCCCCCCCCO)[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@H]1OC[C@H](O)[C@H](O)CO,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,Fatty acyl glycosides of mono- and disaccharides,Fatty acyl glycosides,Fatty acids
2290,0.5230,15.9730,137.0820,153.0550,WHSXTWFYRGOBGO,306751,3-METHYLSALICYLIC ACID,,,CC1=C(C(=CC=C1)C(=O)O)O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Salicylic acids,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
2291,0.5267,108.0227,162.1023,270.1250,VTNQPKFIQCLBDU,271639,2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,,,CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides,,,
2292,0.5957,0.0007,174.1023,174.1030,FMKMKBLHMONXJM,264611,5-methyl-2-phenylpyrazol-3-amine,,,CC1=NN(C(N)=C1)C1=CC=CC=C1,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
2293,0.7689,0.0007,135.0663,135.0670,SYMHUEFSSMBHJA,60839,6-Methylpurine,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2294,0.4090,290.0804,175.0976,465.1780,NQYPLDLTZINCIW,68869,methyl 4-(N-{2-[2-methyl-5-(phenylmethoxy)indol-3-yl]ethyl}carbamoyl)benzoate,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2295,0.3459,210.0380,151.0970,361.1350,YAPQBXQYLJRXSA,23600,Theobromine,,,O=C1C2=C(N=CN2C)N(C)C(N1)=O,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Xanthines,Purine alkaloids,Pseudoalkaloids (transamidation),Alkaloids
2296,0.4090,94.9451,350.3259,445.2710,FISIJWVRKFHLSM,298527,"5-[1,2,4a-trimethyl-5-(3-methylbutanoyloxymethyl)-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]-3-methylpentanoic acid",,,CC(C)CC(=O)OCC1=CCCC2C1(C)CCC(C)C2(C)CCC(C)CC(=O)O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids,Terpenoids
2297,0.4090,344.0432,109.0758,453.1190,PXDNXJSDGQBLKS,240561,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-formamido-N,N-dimethyl-benzamide",,,O=C(Nc1nc(OC)cc(OC)n1)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,Pyrimidinyl-2-sulfonylureas,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
2298,0.3003,6.0247,111.0663,117.0910,WDAXFOBOLVPGLV,55547,ethyl_isobutyrate,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2299,0.5961,0.0007,256.2993,256.3000,HSEMFIZWXHQJAE,25962,Palmitamide,,,CCCCCCCCCCCCCCCC(=O)N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Primary amides,Fatty amides,Fatty acids
2300,0.4090,67.9712,379.3608,447.3320,GYHPTPQZVBYHLC,264050,2-[2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethoxy]ethyl 2-ethylhexanoate,,,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,,,Fatty acids
2301,0.5284,165.1081,365.3451,200.2370,OMEMQVZNTDHENJ,273254,N-methyldodecan-1-amine,,,CCCCCCCCCCCCNC,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylamines,Hydrocarbons,Fatty acyls,Fatty acids
2302,0.6241,0.0005,332.3305,332.3310,WNBGYVXHFTYOBY,24657,Benzyltetradecyldimethylammonium,,,CCCCCCCCCCCCCC[N+](C)(CC1=CC=CC=C1)C,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Phenylmethylamines,,,
2303,0.5281,633.4289,904.6919,271.2630,FLIACVVOZYBSBS,23952,Methyl hexadecanoate,,,CCCCCCCCCCCCCCCC(=O)OC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
2304,0.5279,77.0335,135.0915,212.1250,IROWCYIEJAOFOW,20889,ISOPROTERENOL HYDROCHLORIDE51-30-9,,,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,Organic compounds,Benzenoids,Phenols,Benzenediols,Catechols,Phenylethylamines,Tyrosine alkaloids,Alkaloids
2305,0.4090,343.0772,112.1118,455.1890,CKTSBUTUHBMZGZ,71877,2'-deoxycytidine,,,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,Pyrimidine 2'-deoxyribonucleosides,Pyrimidine nucleosides,Nucleosides,Carbohydrates
2306,0.7046,0.0006,147.0914,147.0920,DPNGWXJMIILTBS,302755,MYOSMINE,,,c(c2)ncc(c2)C(C1)=NCC1,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,,Pyridines and derivatives,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
2307,0.6246,0.0003,148.0867,148.0870,MVPKIPGHRNIOPT,271439,"5,6-dimethyl-2H-benzotriazole",,,Cc1cc2c(cc1C)nn[nH]2,Organic compounds,Organoheterocyclic compounds,Benzotriazoles,,Benzotriazoles,,,Alkaloids
2308,0.4090,76.9645,406.3885,483.3530,ZZEANNAZZVVPKU,26369,Octapropylene glycol,,,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
2309,0.4090,82.9300,420.3760,503.3060,PSVXZQVXSXSQRO,27211,Undecaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
2310,0.6074,53.1169,512.3969,459.2800,DTPCFIHYWYONMD,25260,Decaethylene glycol,,,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,,,
2311,0.5491,130.1714,565.4664,435.2950,SCABKEBYDRTODC,263657,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,,,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
2312,0.4090,234.1054,273.1666,507.2720,SCIXGQOSKNXPSL,4353,"[(1S,9S,13R,14R)-14-hydroxy-14-(hydroxymethyl)-5,5-dimethyltetracyclo[11.2.1.0,?.0?,?]hexadecan-9-yl]methyl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",,,CC(C)(CCC1)C2[C@]1(COC(/C=C/c(cc1)cc(O)c1O)=O)C(CC[C@H](C1)[C@@](CO)(C3)O)[C@]13CC2,,,,,,Kaurane and Phyllocladane diterpenoids,Diterpenoids,Terpenoids
2313,0.6074,280.0284,172.0866,452.1150,VDEOAKXYARPZEU,59696,"9-(4-methylphenyl)-8-[(5-methyl-2-phenyl(1,3-oxazol-4-yl))methylthio]hydropuri n-6-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
2314,0.8263,0.0010,756.5520,756.5530,KILNVBDSWZSGLL,24065,"1,2-Dihexadecanoyl-sn-glycero-3-phosphocholine",,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,Glycerophosphocholines,Glycerophospholipids,Fatty acids
2315,0.3459,218.0789,125.1071,343.1860,VFFNZZXXTGXBOG,56326,N_butyryl_DL_homoserine_lactone,,,CCCC(=O)N[C@H]1CCOC1=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
2316,0.4090,285.9873,207.1237,493.1110,IMEVJVISCHQJRM,250850,"2-[[4-(dimethylamino)-6-(2,2,2-trifluoroethoxy)-s-triazin-2-yl]carbamoylsulfamoyl]-3-methyl-benzoic acid methyl ester",,,O=C(OC)c1cccc(c1S(=O)(=O)NC(=O)Nc2nc(nc(OCC(F)(F)F)n2)N(C)C)C,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,S-triazinyl-2-sulfonylureas,,,Alkaloids
2317,0.2939,202.2180,122.0710,324.2890,KQXDGUVSAAQARU,27275,Linoleoyl ethanolamide,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCCO,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
2318,0.2939,20.2571,362.3341,342.0770,STJLVHWMYQXCPB,22591,"Pesticide6_Propiconazole Isomer 1*_C15H17Cl2N3O2_1-{[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl}-1H-1,2,4-triazole",,,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Dichlorobenzenes,,,
2319,0.4090,315.2311,296.2579,611.4890,GQEOLYBERRZZCE,19425,8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585],,,CCCCCCCCC1OC1C(O)CCCCCCC(O)=O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
2320,0.4090,165.6178,463.8402,629.4580,RJKFOVLPORLFTN,9204,Progesterone,,,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives",Pregnane steroids,Steroids,Terpenoids
2321,0.8615,0.0590,703.5740,703.5150,XGGMHQYOVYWRLV,33536,PC(14:0/16:1),,,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,Phosphatidylcholines,Glycerophosphocholines,Glycerophospholipids,Fatty acids
2322,0.4090,340.1202,318.2398,658.3600,LQZYJVWXEFXUJG,104821,veratroylzygadenine,,,CC1CCC2C(C3C(CN2C1)C4CC56C(C4(C(C3O)O)O)CCC7C5(CCC(C7(O6)O)OC(=O)C8=CC(=C(C=C8)OC)OC)C)(C)O,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal alkaloids,Cerveratrum-type alkaloids,Steroidal alkaloids,Pseudoalkaloids (transamidation),Alkaloids; Terpenoids
