query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,retention_index,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
392,0.2939,56.0768,404.1548,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,758.9680,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
393,0.4090,104.0113,405.1177,509.1290,JMFWYRWPJVEZPV,Syringetin-3-O-glucoside,COC1=CC(=CC(OC)=C1O)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,1217.3020,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
394,0.2939,40.1631,405.1541,364.9910,SCVNTUZPXIMMLC,"1-(3,4-dichlorophenyl)-2-(4-hydroxyquinazolin-2-ylthio)ethan-1-one",O=C(CSc1nc(O)c2ccccc2n1)c1ccc(Cl)c(Cl)c1,959.3960,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Alkaloids; Shikimates and Phenylpropanoids
395,0.4090,455.9818,405.1542,861.1360,YMFLMFCNFNRUFO,"[(2S,3R,4S,5R,6R)-5-hydroxy-2,4-bis[(3,4,5-trihydroxybenzoyl)oxy]-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]oxan-3-yl] 3,4,5-trihydroxy-2-(2-methoxy-2-oxoethyl)benzoate",COC(=O)Cc1c(C(=O)O[C@H]2[C@H](OC(=O)c3cc(O)c(O)c(O)c3)O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@@H](O)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c(O)c1O,923.2160,,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
396,0.2939,21.6581,406.3789,428.0370,XTWYTFMLZFPYCI,Adenosine 5'-diphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,1504.5270,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside diphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
397,0.4090,427.4999,409.1101,836.6100,KFWWCMJSYSSPSK,Crotonoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,758.9680,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
398,0.4090,257.8593,409.2557,667.1150,USXIYWCPCGVOKF,Hectochlorin,C[C@H]1[C@@H](OC(C2=CSC([C@H](C(C)(OC(C3=CSC([C@H](C(C)(O)C)OC1=O)=N3)=O)C)OC(C)=O)=N2)=O)CCCC([37Cl])(Cl)C,1719.7330,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
399,0.4090,252.9911,411.1259,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,615.1000,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
400,0.4090,419.5269,415.1231,834.6500,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,711.4690,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
401,0.4090,487.0358,415.1232,902.1590,SHJSMZQAXRYSOA,alphahydroxyphenyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(O)C4=CC=CC=C4,631.0630,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
402,0.3459,50.1474,415.1384,364.9910,SCVNTUZPXIMMLC,"1-(3,4-dichlorophenyl)-2-(4-hydroxyquinazolin-2-ylthio)ethan-1-one",O=C(CSc1nc(O)c2ccccc2n1)c1ccc(Cl)c(Cl)c1,1237.1590,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Alkaloids; Shikimates and Phenylpropanoids
403,0.4090,498.8027,416.3883,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,2126.9730,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
404,0.2939,247.1058,417.0111,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,315.9390,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
405,0.4090,270.8139,420.1861,691.0000,VJSNPXXBMRWPEJ,Lyngbyabellin A,CC[C@H](C)[C@H]1C2=NC(=CS2)C(=O)O[C@H](C(C(=O)O[C@H](C3=NC(=CS3)C(=O)NCC(=O)N1)C(C)(C)O)(C)C)CCCC(C)(Cl)Cl,681.8950,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
406,0.4090,355.0559,420.1861,775.2420,BARAUATXLYPTGX,"beta-D-Glucopyranoside, (1aS,1bS,2S,5aR,6S,6aS)-6-[[2,3-di-O-acetyl-6-deoxy-4-O-[(2E)-3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-alpha-L-mannopyranosyl]oxy]-1a,1b,2,5a,6,6a-hexahydro-1a-(hydroxymethyl)oxireno[4,5]cyclopenta[1,2-c]pyran-2-yl",COC1=CC=C(\C=C\C(=O)O[C@H]2[C@H](C)O[C@@H](O[C@H]3[C@@H]4\C=C/O[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]4[C@@]6(CO)O[C@@H]36)[C@H](OC(C)=O)[C@@H]2OC(C)=O)C=C1,654.5240,,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
407,0.4090,415.4115,421.3285,836.7400,AEWHYWSPVRZHCT,2-Methylpropanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,2028.8810,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
408,0.2939,33.8356,429.3724,463.2080,GJYBMGDRIGIOBX,"N-{1-methyl-2-[(3,4,5-trimethoxyphenyl)carbonylamino]ethyl}(3,4,5-trimethoxyph enyl)carboxamide",COc1cc(C(O)=NCC(C)N=C(O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,2113.9610,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzamides,Minor lignans,Lignans,Shikimates and Phenylpropanoids
409,0.5858,0.0005,430.1705,430.1700,MMJORIFPGDWBAA,"3-(2-((7H-purin-6-yl)amino)ethyl)-2-methyl-4-oxo-3,4,5,6-tetrahydro-2H-2,6-methanobenzo[g][1,3]oxazocine-5-carboxamide",O=C(N)C1C(=O)N(CCNC2=NC=NC=3N=CNC32)C4(OC=5C=CC=CC5C1C4)C,1116.0940,,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-alkylaminopurines,Purine alkaloids,Pseudoalkaloids,Alkaloids
410,0.4090,45.9722,432.1498,478.1220,PAJOMZBUVDHRHG,"methylethyl 4-(3-bromo-4-hydroxy-5-methoxyphenyl)-2,7,7-trimethyl-5-oxo-1,4,6, 7,8-pentahydroquinoline-3-carboxylate",COc1cc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc(Br)c1O,725.4470,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
411,0.4090,405.5801,432.1499,837.7300,CRFNGMNYKDXRTN,butanoyl-CoA,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,630.4640,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
412,0.7370,0.0004,433.1126,433.1130,SOSLMHZOJATCCP,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C4=CC=C(O)C=C4)[C@H](O)[C@H](O)[C@H]1O,849.6330,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
413,0.9127,0.0002,433.1128,433.1130,MYXNWGACZJSMBT,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,889.0620,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
414,0.4090,405.5063,433.1337,838.6400,AEWHYWSPVRZHCT,2-Methylpropanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,743.1800,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
415,0.2939,83.9671,433.2429,517.2100,MQIAICAGVFTAAN,Aerucyclamide C,[H][C@]12N=C(O[C@@H]1C)[C@H](C)NC(=O)C1=CSC(=N1)[C@]([H])(NC(=O)C1=COC(=N1)[C@@H](NC2=O)C(C)C)[C@@H](C)CC,1217.9620,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Cyclic peptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
416,0.4090,376.3882,434.2018,810.5900,ZSLZBFCDCINBPY,Acetyl coenzyme A (C2:0),CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,783.6610,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
417,0.5895,0.0002,434.2018,434.2020,SMUMBCREXHTKFN,Benzyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCC3=CC=CC=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,810.8560,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,,,Shikimates and Phenylpropanoids
418,0.4090,333.4341,435.1259,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,1116.7760,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
419,0.4090,2.0413,435.1283,433.0870,AFGBQSQUFYELFJ,"2-(3,4-dichlorophenyl)(4-quinolyl) 2-1,2,3,4-tetrahydroisoquinolyl ketone",O=C(c1cc(-c2ccc(Cl)c(Cl)c2)nc2ccccc12)N1CCc2ccccc2C1,1237.1590,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,Alkaloids
420,0.2939,28.0432,435.1648,463.2080,GJYBMGDRIGIOBX,"N-{1-methyl-2-[(3,4,5-trimethoxyphenyl)carbonylamino]ethyl}(3,4,5-trimethoxyph enyl)carboxamide",COc1cc(C(O)=NCC(C)N=C(O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,938.6110,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzamides,Minor lignans,Lignans,Shikimates and Phenylpropanoids
421,0.4090,61.8661,436.2229,498.0890,LJEOYORKUIBZCG,"oxolan-2-ylmethyl 4-(5-bromo-2-methoxyphenyl)-2-methyl-5-oxo-1,4,6,7,8-pentahy droquinoline-3-carboxylate",COc1ccc(Br)cc1C1C(C(=O)OCC2CCCO2)=C(C)NC2=C1C(=O)CCC2,878.6190,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,Polyketides
422,0.4090,396.4116,438.2384,834.6500,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,759.5750,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
423,0.4090,411.1016,438.2384,849.3400,BXIPALATIYNHJN,3-methylbut-2-enoyl-CoA,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C,824.8540,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
424,0.4090,396.4115,438.2385,834.6500,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,806.4340,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
425,0.4090,398.3715,438.2385,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,784.9340,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
426,0.2939,682.4013,438.3687,1120.7700,GXDQZGCYZTUMNE,Leucinostatin N observed in Leucin A/B standard dereplicator annotatiom,N1(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCC(=O)NC(CNC)C)(C)C)(C)C)CC(C)C)CC(C)C)(C)C)C(C(C)C)O)CC(CO)C)CC(C1)C)C(=O)/C=C/[C@@H](CC)C,1275.6540,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Peptaibols,Oligopeptides,Amino acids and Peptides
427,0.4090,369.3080,441.2820,810.5900,ZSLZBFCDCINBPY,Acetyl CoA,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1933.6360,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
428,0.3459,148.0800,445.1490,297.0690,LLAHCLJNKMLHCQ,2-(4-hydroxyquinazolin-2-ylthio)-1-phenylethan-1-one,O=C(CSc1nc(O)c2ccccc2n1)c1ccccc1,1233.9570,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Alkaloids; Shikimates and Phenylpropanoids
429,0.7419,0.0004,449.1076,449.1080,UHNXUSWGOJMEFO,luteolin 4'-O-glucoside,O=c1cc(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,803.8400,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
430,0.2944,107.7396,450.1604,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,743.1800,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
431,0.2939,70.1415,454.2925,384.1510,KFEUJDWYNGMDBV,N-Acetyllactosamine,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,1924.7820,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Acylaminosugars,Aminosugars,Aminosugars and aminoglycosides,Carbohydrates
432,0.4090,404.0103,457.1337,861.1440,AGVZEKVPTJUMGS,pyrrolyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C4=CC=CN4,693.6680,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
433,0.2939,3.2809,459.2219,455.9410,OHWPIAZSHNMBAC,"Fipronil-TP RPA 200761|5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)pyrazole-3-carboxylic acid",NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C(O)=O)S(=O)C(F)(F)F,1103.1480,,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,,,Alkaloids
434,0.3307,110.7768,463.1232,573.9000,GFTVPKIPSPORMW,Methoxylated and dihydrogenated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)C3)=O)CC(OC)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,991.9870,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
435,0.7419,0.0003,463.1233,463.1230,ZZWPMFROUHHAKY,Peonidin-3-O-beta-galactoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C=C2C([O-])=CC(O)=CC2=[O+]1,901.2700,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Anthocyanidin-3-O-glycosides,,,
436,0.2944,451.8133,463.3777,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,2066.1770,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
437,0.4090,298.7581,469.3649,768.1230,RGJOEKWQDUBAIZ,Coenzyme A,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS,2112.7850,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
438,0.4090,378.9115,473.2355,852.1470,OJFDKHTZOUZBOS,acetoacetyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CC(C)=O,1217.3020,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,3-oxo-acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
439,0.4090,115.9210,474.1730,590.0940,SEDHYIFVHXUKLC,"2-methoxyethyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-7-(4-chlorophenyl)-2-methy l-5-oxo-1,4,6,7,8-pentahydroquinoline-3-carboxylate",CCOc1cc(C2C(C(=O)OCCOC)=C(C)NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)cc(Br)c1O,404.2100,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
440,0.2939,348.3630,476.2770,824.6400,QAQREVBBADEHPA,propionyl-CoA,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1813.0970,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
441,0.2939,102.1840,476.2770,374.0930,KOGVWBGSUZZTTK,2-(4-hydroxyquinazolin-2-ylthio)-N-phenyl-N-prop-2-enylacetamide,C=CCN(C(=O)CSc1nc(O)c2ccccc2n1)c1ccccc1,1834.4960,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
442,0.4090,156.0011,477.1389,633.1400,BITPRCODIALMOV,Kaempferol 3-O-gentiobioside,O=C1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=CC5,1334.0810,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
443,0.2939,185.8245,478.2925,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1882.8420,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
444,0.2939,185.8243,478.2927,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1864.1770,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
445,0.2627,78.4544,479.4456,557.9000,YGBGKNBEYMZCHH,Hydroxylated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)=C3)=O)CC(O)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,2039.6510,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
446,0.2939,132.1446,480.2226,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,740.7080,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
